hour,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
629,1.00719139,1.00659424,1.00753878,1.00709393,1.00693732,1.00783879,1.00336717,1.00496614,1.00706720,1.00835733,1.00637715,1.00439983,1.00556564,1.00260927,1.00795210,1.00358314,1.00534557,1.00433816
630,1.00387269,1.00169819,1.00775883,1.00758648,1.00705252,1.00502828,1.00125310,1.00350059,1.00176745,1.00567130,1.00436366,1.00856672,1.00200811,1.00343241,1.00213456,1.00800907,1.00319406,1.00775447
631,1.00505308,1.00885812,1.00144825,1.00486754,1.00385900,1.00257643,1.00432821,1.00650141,1.00767296,1.00303256,1.00252873,1.00230027,1.00609441,1.00341374,1.00889796,1.00759972,1.00114159,1.00432403
632,1.00796970,1.00354384,1.00868851,1.00446908,1.00345996,1.00686698,1.00852156,1.00355183,1.00467949,1.00526692,1.00554774,1.00541883,1.00434733,1.00865652,1.00161302,1.00279687,1.00536256,1.00650028
633,1.00140210,1.00217494,1.00222820,1.00445606,1.00702011,1.00838041,1.00664128,1.00380065,1.00735433,1.00431084,1.00728163,1.00431106,1.00228371,1.00124349,1.00131554,1.00670339,1.00804154,1.00649811
634,1.00829412,1.00330176,1.00778205,1.00344655,1.00775170,1.00295093,1.00452390,1.00191476,1.00447430,1.00727064,1.00230388,1.00734164,1.00818650,1.00119218,1.00550603,1.00772873,1.00126910,1.00233686
635,1.00433455,1.00483738,1.00772327,1.00222178,1.00872728,1.00124071,1.00115928,1.00592159,1.00399533,1.00148916,1.00257485,1.00790473,1.00671895,1.00715543,1.00800349,1.00801201,1.00489575,1.00847467
636,1.00136552,1.00494232,1.00887249,1.00130988,1.00507347,1.00149306,1.00256064,1.00425324,1.00287964,1.00705098,1.00354133,1.00408547,1.00580924,1.00475250,1.00706521,1.00492743,1.00780979,1.00457130
637,1.00166471,1.00556853,1.00845223,1.00148632,1.00176909,1.00589499,1.00370400,1.00605344,1.00630761,1.00829736,1.00767052,1.00726559,1.00285846,1.00237657,1.00879810,1.00803142,1.00559688,1.00189137
638,1.00609957,1.00770778,1.00459203,1.00346163,1.00814323,1.00511941,1.00890362,1.00518738,1.00832319,1.00462892,1.00873186,1.00750255,1.00179646,1.00446407,1.00866237,1.00525915,1.00575088,1.00897461
639,1.00744826,1.00252691,1.00811030,1.00116244,1.00508647,1.00361751,1.00454639,1.00847477,1.00506437,1.00182118,1.00503715,1.00508888,1.00582915,1.00213246,1.00899225,1.00606855,1.00826880,1.00579389
640,1.00554970,1.00249741,1.00367773,1.00654847,1.00650292,1.00227575,1.00429579,1.00551270,1.00643219,1.00603240,1.00761673,1.00636574,1.00575884,1.00115721,1.00578355,1.00369833,1.00744917,1.00363222
641,1.00419036,1.00823561,1.00645816,1.00334886,1.00531769,1.00234996,1.00552902,1.00527678,1.00184930,1.00728874,1.00482994,1.00559269,1.00442353,1.00853571,1.00852888,1.00331531,1.00157540,1.00500461
642,1.00863426,1.00624586,1.00848226,1.00732155,1.00882758,1.00808664,1.00484670,1.00117438,1.00489263,1.00548418,1.00548762,1.00691304,1.00186336,1.00646737,1.00250884,1.00635359,1.00153429,1.00724349
643,1.00652663,1.00592372,1.00289218,1.00153012,1.00130723,1.00537070,1.00874827,1.00489105,1.00182209,1.00456476,1.00772444,1.00223274,1.00201318,1.00288846,1.00164803,1.00181725,1.00235145,1.00392791
644,1.00171895,1.00363413,1.00192858,1.00207693,1.00887453,1.00715010,1.00883172,1.00500946,1.00690259,1.00244499,1.00185287,1.00227438,1.00608473,1.00733350,1.00225261,1.00683162,1.00669712,1.00264735
645,1.00375802,1.00823332,1.00416202,1.00278329,1.00815132,1.00314757,1.00876286,1.00483255,1.00798436,1.00816476,1.00300015,1.00248285,1.00115157,1.00516957,1.00638159,1.00367041,1.00508414,1.00442829
646,1.00846362,1.00874143,1.00324647,1.00536554,1.00421282,1.00644137,1.00421376,1.00364474,1.00263159,1.00608257,1.00320279,1.00256051,1.00300432,1.00488829,1.00471737,1.00481343,1.00198632,1.00323505
647,1.00425194,1.00878076,1.00419808,1.00509436,1.00572446,1.00876764,1.00182682,1.00438577,1.00145266,1.00547473,1.00575910,1.00137027,1.00365186,1.00301023,1.00841621,1.00187374,1.00869551,1.00568563
648,1.00313130,1.00234626,1.00115378,1.00647672,1.00183808,1.00403155,1.00860287,1.00524764,1.00289324,1.00639296,1.00550969,1.00469709,1.00362500,1.00362231,1.00480263,1.00644458,1.00675615,1.00385733
649,1.00778891,1.00690981,1.00815707,1.00748133,1.00881260,1.00625255,1.00203918,1.00437933,1.00779782,1.00367421,1.00867807,1.00876578,1.00663530,1.00712850,1.00534472,1.00367054,1.00137964,1.00364204
650,1.00123083,1.00160535,1.00192332,1.00230776,1.00696749,1.00658851,1.00533665,1.00745879,1.00826052,1.00592071,1.00829259,1.00568115,1.00625344,1.00344199,1.00253689,1.00133335,1.00670606,1.00570555
651,1.00299611,1.00438043,1.00682723,1.00708187,1.00855672,1.00713333,1.00705001,1.00757880,1.00589357,1.00353928,1.00705137,1.00350833,1.00620359,1.00482358,1.00328953,1.00667195,1.00755617,1.00724573
652,1.00129641,1.00688824,1.00323894,1.00193880,1.00168197,1.00170378,1.00493970,1.00425933,1.00156439,1.00847799,1.00404024,1.00460313,1.00220165,1.00604180,1.00657363,1.00887792,1.00768614,1.00176155
653,1.00546598,1.00873869,1.00143418,1.00647220,1.00832620,1.00838401,1.00538053,1.00606107,1.00152231,1.00696966,1.00655860,1.00419629,1.00260855,1.00424314,1.00673744,1.00120815,1.00828087,1.00314208
654,1.00859375,1.00679772,1.00660125,1.00529665,1.00556621,1.00714073,1.00221675,1.00855007,1.00619708,1.00270197,1.00714516,1.00621298,1.00124309,1.00672529,1.00478240,1.00259578,1.00150402,1.00421402
655,1.00164234,1.00828720,1.00821588,1.00112090,1.00891023,1.00625978,1.00541968,1.00548094,1.00378410,1.00703798,1.00834584,1.00397637,1.00446547,1.00538560,1.00245361,1.00124734,1.00347801,1.00670364
656,1.00359595,1.00300151,1.00285367,1.00313515,1.00598047,1.00726201,1.00244155,1.00521816,1.00127490,1.00691742,1.00608414,1.00884987,1.00532104,1.00583324,1.00754608,1.00879388,1.00860916,1.00219293
657,1.00767942,1.00417868,1.00205900,1.00441522,1.00558006,1.00682952,1.00250836,1.00214246,1.00130374,1.00581719,1.00408749,1.00779413,1.00520491,1.00804329,1.00572983,1.00603230,1.00136329,1.00658807
658,1.00534150,1.00690982,1.00756948,1.00145055,1.00523550,1.00780331,1.00352482,1.00122769,1.00129523,1.00310309,1.00262551,1.00373633,1.00258814,1.00844486,1.00119099,1.00870011,1.00843686,1.00166822
659,1.00465657,1.00783299,1.00598619,1.00222522,1.00537548,1.00148655,1.00702113,1.00217891,1.00241605,1.00445295,1.00866088,1.00354639,1.00585339,1.00428345,1.00356888,1.00513810,1.00217693,1.00855245
660,1.00687160,1.00293594,1.00178692,1.00680210,1.00494868,1.00650365,1.00885801,1.00858119,1.00600263,1.00807885,1.00755530,1.00442375,1.00885763,1.00860400,1.00319061,1.00514559,1.00229510,1.00362708
661,1.00214664,1.00764742,1.00834699,1.00543530,1.00584556,1.00701377,1.00689199,1.00815863,1.00111194,1.00493335,1.00780979,1.00826587,1.00478019,1.00230656,1.00112374,1.00643814,1.00789070,1.00133560
662,1.00565237,1.00575661,1.00689941,1.00823254,1.00802659,1.00774946,1.00158812,1.00732081,1.00874515,1.00728551,1.00786452,1.00520133,1.00624855,1.00182146,1.00656882,1.00354788,1.00253725,1.00337031
663,1.00102711,1.00153729,1.00869723,1.00150257,1.00516644,1.00836218,1.00559644,1.00792572,1.00626476,1.00172966,1.00357516,1.00586924,1.00351042,1.00446989,1.00460125,1.00244672,1.00513839,1.00830946
664,1.00678120,1.00370247,1.00368663,1.00680575,1.00493412,1.00104524,1.00273297,1.00640644,1.00463862,1.00235365,1.00626310,1.00260149,1.00322619,1.00422458,1.00282346,1.00639444,1.00822437,1.00327469
665,1.00374389,1.00596743,1.00294949,1.00157067,1.00490482,1.00164496,1.00611373,1.00497834,1.00780127,1.00295594,1.00615815,1.00246520,1.00446952,1.00171880,1.00214517,1.00166579,1.00363078,1.00268280
666,1.00592203,1.00324496,1.00236341,1.00402012,1.00509681,1.00616341,1.00356266,1.00763083,1.00882876,1.00179534,1.00642728,1.00483137,1.00401158,1.00298749,1.00244669,1.00498673,1.00481640,1.00843991
667,1.00235475,1.00339376,1.00256274,1.00100436,1.00429814,1.00502065,1.00388695,1.00515519,1.00785650,1.00625389,1.00210280,1.00838065,1.00155947,1.00801925,1.00267505,1.00404016,1.00649632,1.00535744
668,1.00894345,1.00144160,1.00850825,1.00165777,1.00123567,1.00644143,1.00455112,1.00551699,1.00562384,1.00747221,1.00170626,1.00429979,1.00541456,1.00124205,1.00403174,1.00264225,1.00336670,1.00106615
669,1.00380844,1.00715105,1.00375022,1.00339075,1.00830977,1.00666486,1.00404743,1.00148322,1.00148910,1.00484205,1.00362716,1.00221416,1.00833004,1.00478461,1.00586180,1.00872655,1.00812097,1.00417825
670,1.00359136,1.00649966,1.00263988,1.00743664,1.00856827,1.00874500,1.00813418,1.00879006,1.00472892,1.00452964,1.00611244,1.00406139,1.00605355,1.00601897,1.00508298,1.00529809,1.00718560,1.00624145
671,1.00879182,1.00613655,1.00414106,1.00335227,1.00823231,1.00307401,1.00566267,1.00785797,1.00323069,1.00874223,1.00551070,1.00219697,1.00355473,1.00891847,1.00242549,1.00718437,1.00299581,1.00330264
672,1.00262855,1.00209003,1.00136017,1.00369470,1.00863682,1.00875231,1.00500468,1.00676831,1.00666873,1.00679494,1.00128350,1.00489883,1.00167681,1.00126732,1.00522994,1.00706695,1.00529794,1.00416799
673,1.00666476,1.00545957,1.00751546,1.00394584,1.00140969,1.00454612,1.00415583,1.00543458,1.00550204,1.00891222,1.00773367,1.00767612,1.00489135,1.00593690,1.00567040,1.00581719,1.00207510,1.00173423
674,1.00271182,1.00527474,1.00870983,1.00392101,1.00264538,1.00566370,1.00771671,1.00635559,1.00136690,1.00321503,1.00766339,1.00156979,1.00487783,1.00597525,1.00766805,1.00660132,1.00869854,1.00108269
675,1.00108321,1.00714335,1.00153397,1.00460555,1.00118221,1.00267392,1.00292204,1.00625629,1.00625303,1.00717294,1.00285347,1.00488729,1.00733915,1.00165699,1.00209900,1.00392253,1.00809223,1.00833653
676,1.00180329,1.00526030,1.00775945,1.00746699,1.00127516,1.00289678,1.00878031,1.00731583,1.00726657,1.00470479,1.00845726,1.00573603,1.00806593,1.00773375,1.00100449,1.00783085,1.00296212,1.00753067
677,1.00684259,1.00797398,1.00736834,1.00355805,1.00311564,1.00114668,1.00332756,1.00431165,1.00426739,1.00489105,1.00573810,1.00310319,1.00684452,1.00700512,1.00800981,1.00223053,1.00766889,1.00488141
678,1.00363422,1.00704239,1.00840127,1.00763062,1.00390477,1.00650020,1.00480411,1.00572923,1.00127758,1.00757632,1.00293383,1.00296245,1.00765228,1.00313769,1.00142380,1.00601319,1.00419704,1.00541594
679,1.00822697,1.00480333,1.00477612,1.00240784,1.00749572,1.00620759,1.00269351,1.00893975,1.00352408,1.00877644,1.00444692,1.00251123,1.00680702,1.00802244,1.00599644,1.00106275,1.00869122,1.00322181
680,1.00377208,1.00464742,1.00377293,1.00880777,1.00227447,1.00719020,1.00489336,1.00195000,1.00549297,1.00197127,1.00766130,1.00470540,1.00495707,1.00649227,1.00502796,1.00449179,1.00173736,1.00281391
681,1.00196466,1.00713772,1.00854186,1.00541349,1.00517299,1.00346459,1.00378013,1.00700197,1.00464731,1.00164773,1.00628588,1.00750145,1.00812896,1.00849635,1.00769601,1.00112442,1.00641634,1.00286274
682,1.00225429,1.00856530,1.00607454,1.00108820,1.00616030,1.00571592,1.00273384,1.00466011,1.00349037,1.00230455,1.00813770,1.00885895,1.00645680,1.00441956,1.00386664,1.00146682,1.00857512,1.00866972
683,1.00199615,1.00373239,1.00141572,1.00842173,1.00504607,1.00294893,1.00178454,1.00706376,1.00827136,1.00301916,1.00615301,1.00504410,1.00751214,1.00871936,1.00771239,1.00534655,1.00589272,1.00285555
684,1.00390094,1.00503010,1.00347225,1.00214983,1.00711900,1.00185040,1.00787116,1.00595464,1.00561924,1.00694219,1.00249680,1.00129661,1.00542180,1.00318642,1.00467231,1.00344678,1.00812933,1.00810119
685,1.00181773,1.00560550,1.00264491,1.00646831,1.00268578,1.00118776,1.00302598,1.00686011,1.00814120,1.00185772,1.00634054,1.00561703,1.00210143,1.00459111,1.00371221,1.00282610,1.00739482,1.00625630
686,1.00345602,1.00337554,1.00806669,1.00497494,1.00197512,1.00663845,1.00374556,1.00497915,1.00469777,1.00633552,1.00258615,1.00191074,1.00422000,1.00823212,1.00631198,1.00151017,1.00163610,1.00120898
687,1.00708381,1.00355558,1.00873948,1.00673631,1.00112053,1.00348881,1.00178419,1.00515406,1.00601976,1.00879757,1.00774704,1.00821013,1.00484776,1.00704004,1.00320088,1.00341914,1.00361436,1.00848761
688,1.00275845,1.00514258,1.00498444,1.00591840,1.00227761,1.00416067,1.00122377,1.00316777,1.00786375,1.00640549,1.00762529,1.00213632,1.00192345,1.00760004,1.00443484,1.00277824,1.00672764,1.00536879
689,1.00717066,1.00133732,1.00184264,1.00697688,1.00599308,1.00776626,1.00487787,1.00570629,1.00268911,1.00866978,1.00639380,1.00647468,1.00245605,1.00123418,1.00274554,1.00353184,1.00220713,1.00528052
690,1.00895743,1.00364552,1.00730642,1.00452787,1.00697789,1.00835735,1.00517834,1.00128621,1.00796464,1.00219631,1.00343608,1.00825857,1.00172523,1.00333267,1.00194997,1.00618665,1.00244502,1.00564162
691,1.00618937,1.00390268,1.00661354,1.00703511,1.00734908,1.00365032,1.00549123,1.00456721,1.00514283,1.00137825,1.00219590,1.00683195,1.00684490,1.00554230,1.00434806,1.00292944,1.00438275,1.00737680
692,1.00383172,1.00648543,1.00111445,1.00458896,1.00402947,1.00545475,1.00779734,1.00733512,1.00735748,1.00453775,1.00622137,1.00673467,1.00582638,1.00771524,1.00884951,1.00406312,1.00356232,1.00236597
693,1.00135796,1.00556081,1.00721392,1.00148983,1.00128106,1.00146325,1.00774043,1.00217374,1.00129626,1.00134537,1.00495091,1.00380564,1.00408607,1.00130571,1.00193160,1.00348852,1.00894374,1.00424082
694,1.00700847,1.00319896,1.00198496,1.00198658,1.00826192,1.00838863,1.00829168,1.00308276,1.00476905,1.00880590,1.00345478,1.00362339,1.00753259,1.00826264,1.00854670,1.00879005,1.00229795,1.00616416
695,1.00251111,1.00176578,1.00620276,1.00552648,1.00384187,1.00253147,1.00730170,1.00510644,1.00610930,1.00120780,1.00859593,1.00720464,1.00314913,1.00833664,1.00414066,1.00451781,1.00184653,1.00714172
696,1.00473012,1.00432552,1.00848939,1.00498061,1.00143446,1.00487530,1.00686984,1.00407027,1.00348323,1.00877227,1.00644951,1.00895512,1.00872805,1.00658363,1.00157561,1.00610674,1.00745884,1.00345671
697,1.00451261,1.00749934,1.00735448,1.00297062,1.00617441,1.00193041,1.00755326,1.00446873,1.00526342,1.00750469,1.00410445,1.00773969,1.00694227,1.00145079,1.00824769,1.00398358,1.00879083,1.00296452
698,1.00273017,1.00524682,1.00366380,1.00893906,1.00517028,1.00639371,1.00467644,1.00873878,1.00148802,1.00485971,1.00844814,1.00592239,1.00584208,1.00604337,1.00454866,1.00365116,1.00458539,1.00438392
699,1.00673186,1.00632026,1.00716438,1.00271931,1.00717614,1.00488380,1.00327034,1.00711186,1.00147476,1.00531696,1.00826223,1.00713768,1.00469906,1.00467839,1.00716019,1.00234872,1.00832785,1.00543523
700,1.00434205,1.00701394,1.00808446,1.00473529,1.00887305,1.00426914,1.00145181,1.00694581,1.00385771,1.00539205,1.00509063,1.00224451,1.00488753,1.00712728,1.00623810,1.00836960,1.00609026,1.00834578
701,1.00475446,1.00606201,1.00673557,1.00581662,1.00769396,1.00587307,1.00393607,1.00613547,1.00325950,1.00378782,1.00297155,1.00548049,1.00301929,1.00482097,1.00747061,1.00279409,1.00481412,1.00736272
702,1.00732815,1.00649194,1.00719574,1.00767408,1.00242583,1.00277822,1.00185151,1.00229174,1.00637197,1.00241913,1.00148073,1.00787591,1.00339669,1.00107379,1.00869508,1.00886845,1.00167186,1.00881774
703,1.00246132,1.00208117,1.00583267,1.00275226,1.00888416,1.00716238,1.00790542,1.00591422,1.00493169,1.00639070,1.00798573,1.00744441,1.00314922,1.00331753,1.00389698,1.00159517,1.00332306,1.00686297
704,1.00166479,1.00468697,1.00788503,1.00392417,1.00896130,1.00390003,1.00390221,1.00405642,1.00308272,1.00193607,1.00248613,1.00568097,1.00214124,1.00446033,1.00504134,1.00332759,1.00868594,1.00447011
705,1.00333142,1.00466385,1.00897648,1.00462022,1.00224504,1.00630438,1.00856801,1.00360705,1.00438464,1.00841541,1.00285626,1.00441922,1.00523313,1.00283300,1.00215353,1.00536753,1.00851652,1.00556626
706,1.00397489,1.00262051,1.00807121,1.00302388,1.00896919,1.00764119,1.00703510,1.00885884,1.00333288,1.00418154,1.00551599,1.00496199,1.00137802,1.00848269,1.00842440,1.00327290,1.00192021,1.00772928
707,1.00511106,1.00554782,1.00376329,1.00677916,1.00359229,1.00417007,1.00366927,1.00114383,1.00669540,1.00215745,1.00758703,1.00791872,1.00461930,1.00325784,1.00430815,1.00807843,1.00201583,1.00708356
708,1.00735276,1.00796294,1.00109697,1.00302119,1.00400723,1.00144915,1.00420052,1.00532786,1.00779234,1.00112551,1.00749002,1.00225606,1.00315272,1.00136537,1.00737427,1.00240652,1.00403502,1.00128975
709,1.00153078,1.00213551,1.00253833,1.00770952,1.00508278,1.00738793,1.00708456,1.00350844,1.00188726,1.00796614,1.00611483,1.00370293,1.00875621,1.00584150,1.00368702,1.00805042,1.00681370,1.00734975
710,1.00217699,1.00315724,1.00592423,1.00644257,1.00791794,1.00863510,1.00584027,1.00474399,1.00176158,1.00183553,1.00127966,1.00786789,1.00364965,1.00656862,1.00357322,1.00249399,1.00318187,1.00407611
711,1.00345599,1.00752006,1.00764394,1.00365796,1.00281958,1.00331990,1.00569161,1.00455778,1.00398700,1.00694343,1.00266688,1.00367609,1.00776678,1.00836770,1.00193264,1.00382973,1.00717943,1.00827901
712,1.00318890,1.00878273,1.00249305,1.00761457,1.00233714,1.00182316,1.00495657,1.00105832,1.00815703,1.00676624,1.00773926,1.00895727,1.00386297,1.00392813,1.00773053,1.00737378,1.00121543,1.00620599
713,1.00588593,1.00846869,1.00554637,1.00679889,1.00824180,1.00429489,1.00700590,1.00831539,1.00642455,1.00715641,1.00562134,1.00135280,1.00765594,1.00738370,1.00363230,1.00739826,1.00593652,1.00497928
714,1.00625605,1.00848690,1.00644395,1.00827717,1.00563148,1.00122393,1.00770990,1.00484988,1.00183655,1.00588816,1.00217066,1.00435790,1.00663776,1.00197074,1.00558684,1.00653713,1.00791781,1.00712558
715,1.00384914,1.00801946,1.00683347,1.00772929,1.00262814,1.00254215,1.00104651,1.00542481,1.00363492,1.00230914,1.00667522,1.00110662,1.00530067,1.00252150,1.00504610,1.00555869,1.00278849,1.00718804
716,1.00485164,1.00882234,1.00603345,1.00220760,1.00399810,1.00460066,1.00662781,1.00830990,1.00796618,1.00709238,1.00573069,1.00411293,1.00741573,1.00536601,1.00605954,1.00616505,1.00765647,1.00348473
717,1.00291792,1.00398022,1.00650659,1.00738420,1.00664482,1.00143981,1.00461442,1.00787835,1.00466345,1.00598917,1.00114982,1.00749492,1.00147887,1.00412566,1.00645299,1.00885275,1.00861139,1.00138514
718,1.00513292,1.00664155,1.00482666,1.00643671,1.00211665,1.00883791,1.00133578,1.00207451,1.00129099,1.00488557,1.00675391,1.00337792,1.00502477,1.00405701,1.00787604,1.00877750,1.00643540,1.00528282
719,1.00829650,1.00468194,1.00810376,1.00395723,1.00593128,1.00414460,1.00131716,1.00465821,1.00203260,1.00776713,1.00821189,1.00359238,1.00843389,1.00500861,1.00440072,1.00210163,1.00432511,1.00626361
720,1.00780837,1.00243429,1.00314691,1.00386605,1.00197716,1.00290295,1.00831044,1.00263094,1.00264292,1.00813985,1.00357786,1.00182934,1.00510958,1.00491714,1.00151871,1.00793258,1.00865722,1.00896542
721,1.00272722,1.00888170,1.00279338,1.00776042,1.00336409,1.00729358,1.00687428,1.00393306,1.00484870,1.00301773,1.00231916,1.00280270,1.00691384,1.00523451,1.00650095,1.00859120,1.00848674,1.00210645
722,1.00849035,1.00844584,1.00266386,1.00583630,1.00700439,1.00782473,1.00847679,1.00331913,1.00582039,1.00103406,1.00269380,1.00812213,1.00487832,1.00714899,1.00828859,1.00285874,1.00156420,1.00834378
723,1.00753060,1.00764210,1.00479582,1.00467968,1.00280148,1.00491455,1.00515143,1.00633699,1.00586587,1.00515980,1.00157193,1.00892192,1.00840072,1.00325825,1.00232389,1.00548092,1.00728959,1.00823646
724,1.00374783,1.00576929,1.00265249,1.00481464,1.00755175,1.00169471,1.00242065,1.00809180,1.00528131,1.00822308,1.00682714,1.00545490,1.00698403,1.00724096,1.00794427,1.00407375,1.00548689,1.00565692
725,1.00219322,1.00638160,1.00360523,1.00822695,1.00594856,1.00402152,1.00276626,1.00239602,1.00852074,1.00433234,1.00745087,1.00474408,1.00838468,1.00630675,1.00347469,1.00225650,1.00288239,1.00329817
